Timestamp,Do you consent to participate in this academic research survey?,Age,"Program or Field of Study (e.g., BSc CSIT, BBA, MBBS, etc.)", Current Year of Study,Living Situation,Current CGPA(average GPA that you remember) or Overall CGPA (if graduated),Have you ever given compart exam or repeated course?,Average attendance in semesters till now,Daily study hours (outside class including the time of assignments and projects),I revise class materials regularly,Rate your faculty's academic teaching capability,"Use of online platforms (YouTube, Coursera, etc.)",How often do you do group studies?,Do you ask for help with teachers while facing academic difficulties?,Stress level regarding academics,Average sleep per night,Do you feel supported by friends or family in your academics?,How is your friend circle academically?,Estimated monthly household income (NPR),Are you the first in your family to attend university?,Do you work a part-time job while studying?,How much does financial pressure affect your studies?,Do family responsibilities affect your study time?,I am confident I will complete my degree,I feel motivated to do well in university,Anything else you'd like to share about your academic experience or challenges?,Column 28
07/08/2025 14:56:37,Yes,23,Environmental Engineering,4th,Rented/shared room,3.23,No,>90%,1 to 2,1,3,Sometimes,Rarely,Rarely,3,6–7 hrs,Always,5,"15,000–30,000",No,No,3,Significantly,3,2,,
05/21/2025 08:00:01,Yes,22,Mechanical Engineering,3rd,Rented/shared room,3.93,No,>90%,<1,4,1,Never,Never,"Yes, regularly",4,7–8 hrs,Always,4,">50,000",No,No,3,Sometimes,5,4,,
07/14/2025 00:16:30,Yes,24,CE,Graduated,Hostel,2.49,No,>90%,>4,4,3,Sometimes,Frequently,"Yes, regularly",4,7–8 hrs,Rarely,5,"30,000–50,000",Yes,No,2,Rarely,5,5,Balancing work and studies is challenging but rewarding.,
05/30/2025 09:36:04,Yes,39,B.Sc,Graduated,Hostel,4.0,No,75%–90%,>4,1,2,Sometimes,Frequently,No,5,<5 hrs,Rarely,4,"30,000–50,000",No,No,4,Sometimes,3,3,Hard work always pays off.,
07/03/2025 21:07:01,Yes,24,BSc,4th,Rented/shared room,3.86,No,50%–75%,2 to 3,4,2,Frequently,Sometimes,Rarely,2,>8 hrs,Frequently,5,"15,000–30,000",No,No,2,Sometimes,4,3,,
05/25/2025 02:19:00,Yes,23,BCE,4th,Rented/shared room,4.0,Yes,>90%,1 to 2,2,3,Rarely,Rarely,Sometimes,1,>8 hrs,Always,5,"30,000–50,000",No,No,3,Rarely,3,4,,
06/15/2025 15:55:32,Yes,18,LLB,Graduated,Rented/shared room,4.0,No,<50%,<1,4,2,Rarely,Sometimes,"Yes, regularly",3,<5 hrs,Always,1,"30,000–50,000",Yes,No,3,Sometimes,4,5,,
05/15/2025 06:53:18,Yes,21,CS,3rd,Rented/shared room,3.86,No,75%–90%,>4,3,2,Rarely,Rarely,Sometimes,1,7–8 hrs,Sometimes,5,"15,000–30,000",Yes,No,5,No,2,5,Not enough focus on skill development beyond theoretical knowledge.,
06/06/2025 21:18:09,Yes,24,MBS,4th,Rented/shared room,3.64,No,50%–75%,1 to 2,4,2,Sometimes,Rarely,Rarely,2,5–6 hrs,Never,5,"30,000–50,000",Yes,No,5,Sometimes,5,5,Limited access to research opportunities is demotivating.,
05/29/2025 00:23:09,Yes,22,CE,5th,At home with family,4.0,No,50%–75%,1 to 2,1,2,Sometimes,Sometimes,Sometimes,5,7–8 hrs,Always,1,"15,000–30,000",Yes,No,1,No,4,3,,
07/02/2025 21:30:28,Yes,34,B.A.LLB,3rd,Rented/shared room,3.76,No,>90%,1 to 2,1,1,Always,Frequently,"Yes, regularly",5,<5 hrs,Always,5,"15,000–30,000",No,No,2,Significantly,4,5,,
06/16/2025 10:07:42,Yes,23,GE,Graduated,At home with family,3.64,No,50%–75%,1 to 2,2,2,Rarely,Sometimes,"Yes, regularly",5,6–7 hrs,Frequently,1,"30,000–50,000",No,No,2,No,5,2,,
07/23/2025 06:52:23,Yes,25,Nursing,4th,Hostel,2.75,No,>90%,<1,2,2,Frequently,Rarely,Sometimes,4,7–8 hrs,Always,4,"<15,000",No,No,5,Sometimes,4,3,,
07/28/2025 23:53:44,Yes,25,CM,5th,At home with family,3.69,No,75%–90%,<1,2,4,Frequently,Sometimes,Sometimes,3,<5 hrs,Frequently,5,"<15,000",No,No,2,Sometimes,5,4,,
05/21/2025 18:35:14,Yes,22,ENE,3rd,Rented/shared room,3.28,No,>90%,>4,3,3,Rarely,Sometimes,Sometimes,5,5–6 hrs,Frequently,3,"15,000–30,000",No,Yes,2,Rarely,5,5,,
06/26/2025 11:46:05,Yes,23,B.E,Graduated,At home with family,3.53,No,75%–90%,<1,2,3,Sometimes,Rarely,"Yes, regularly",5,5–6 hrs,Sometimes,5,">50,000",No,No,3,Sometimes,5,3,,
07/15/2025 05:57:43,Yes,35,Geomatics Engineering,4th,Hostel,3.67,No,<50%,1 to 2,1,5,Rarely,Never,Sometimes,2,7–8 hrs,Always,4,"30,000–50,000",No,No,5,Rarely,5,1,,
06/09/2025 19:53:19,Yes,19,BBM LLB,3rd,Rented/shared room,3.36,No,>90%,1 to 2,3,1,Never,Never,Sometimes,5,5–6 hrs,Always,4,">50,000",No,No,1,Sometimes,3,4,,
07/23/2025 03:53:31,Yes,21,Geomatics Engineering,4th,Alone,2.98,Yes,50%–75%,<1,4,4,Rarely,Sometimes,"Yes, regularly",2,6–7 hrs,Always,2,">50,000",Yes,No,5,No,4,3,,
06/26/2025 01:27:03,Yes,24,BCE,Graduated,Other,4.0,No,>90%,1 to 2,4,3,Never,Never,No,2,6–7 hrs,Always,4,">50,000",No,Yes,3,Rarely,5,4,,
05/31/2025 16:57:47,Yes,24,BE,4th,At home with family,3.38,No,>90%,<1,3,3,Sometimes,Never,Sometimes,2,6–7 hrs,Sometimes,4,">50,000",No,No,3,Rarely,4,3,,
05/30/2025 06:13:14,Yes,24,B.Tech,Graduated,Hostel,3.13,No,>90%,1 to 2,2,1,Rarely,Rarely,Sometimes,2,7–8 hrs,Always,2,">50,000",No,No,4,Sometimes,5,4,,
06/08/2025 20:01:14,Yes,20,MPhil,3rd,Rented/shared room,3.28,No,>90%,<1,2,5,Rarely,Rarely,Rarely,4,7–8 hrs,Always,2,">50,000",No,No,1,Significantly,5,4,,
07/21/2025 15:08:52,Yes,25,Geomatics Engineering,Graduated,Hostel,3.55,No,>90%,1 to 2,1,3,Sometimes,Rarely,Rarely,3,7–8 hrs,Always,3,"30,000–50,000",Yes,No,1,Significantly,5,4,,
05/26/2025 00:46:08,Yes,22,BBA,4th,At home with family,3.85,No,>90%,1 to 2,3,5,Sometimes,Rarely,Rarely,3,6–7 hrs,Sometimes,5,"<15,000",No,No,4,No,5,4,,
05/26/2025 19:10:22,Yes,23,Computer science,Graduated,Alone,3.81,No,75%–90%,1 to 2,4,4,Never,Sometimes,Rarely,5,7–8 hrs,Always,4,"<15,000",Yes,No,1,Rarely,4,2,,
07/05/2025 15:38:35,Yes,24,CE,5th,Rented/shared room,3.16,No,75%–90%,<1,1,4,Never,Rarely,Sometimes,2,>8 hrs,Always,1,"15,000–30,000",Yes,No,3,Rarely,5,3,,
05/26/2025 03:36:05,Yes,28,Environmental Engineering,4th,At home with family,3.45,No,75%–90%,1 to 2,5,4,Always,Sometimes,Sometimes,4,6–7 hrs,Always,3,"30,000–50,000",Yes,No,1,Rarely,4,5,,
05/14/2025 02:17:31,Yes,45,BA.LLB,4th,Rented/shared room,3.3,No,50%–75%,2 to 3,2,3,Rarely,Rarely,Sometimes,5,6–7 hrs,Always,5,"<15,000",No,No,1,Rarely,5,5,Limited access to research opportunities is demotivating.,
05/17/2025 10:16:34,Yes,26,CM,4th,Rented/shared room,3.05,No,>90%,3 to 4,5,4,Sometimes,Rarely,Rarely,5,7–8 hrs,Frequently,4,">50,000",No,No,1,Rarely,5,5,,
07/23/2025 19:42:44,Yes,22,EMBA,Graduated,At home with family,3.66,No,>90%,3 to 4,2,1,Rarely,Frequently,Sometimes,1,6–7 hrs,Frequently,5,">50,000",No,No,2,Significantly,2,4,,
06/17/2025 10:03:06,Yes,24,BBM LLB,3rd,Hostel,3.6,No,>90%,3 to 4,2,4,Rarely,Rarely,"Yes, regularly",4,>8 hrs,Frequently,3,">50,000",No,No,2,Sometimes,4,5,,
06/24/2025 05:31:06,Yes,22,B.A.LLB,3rd,Rented/shared room,3.33,No,>90%,>4,1,3,Frequently,Sometimes,Rarely,5,5–6 hrs,Rarely,5,"15,000–30,000",No,Yes,4,No,1,3,,
07/18/2025 14:01:52,Yes,19,Nursing,4th,At home with family,3.11,No,>90%,3 to 4,3,4,Frequently,Never,Sometimes,1,7–8 hrs,Rarely,5,">50,000",Yes,Yes,1,Rarely,4,4,,
05/14/2025 12:01:16,Yes,37,BIM,Graduated,Hostel,3.39,No,>90%,3 to 4,5,3,Always,Sometimes,"Yes, regularly",4,6–7 hrs,Always,2,"15,000–30,000",No,Yes,4,No,5,5,,
06/02/2025 00:47:58,Yes,23,GE,Graduated,At home with family,3.2,No,>90%,<1,1,1,Frequently,Rarely,No,4,6–7 hrs,Sometimes,4,">50,000",No,No,4,Sometimes,5,4,,
06/14/2025 08:35:07,Yes,24,B.Sc,4th,At home with family,3.04,No,>90%,1 to 2,1,4,Frequently,Frequently,Rarely,5,7–8 hrs,Always,3,">50,000",No,No,5,No,5,4,,
07/09/2025 16:53:30,Yes,19,Mechanical Engineering,4th,At home with family,3.15,No,>90%,2 to 3,1,4,Sometimes,Sometimes,Rarely,3,7–8 hrs,Never,1,">50,000",No,No,3,Sometimes,5,5,,
07/01/2025 14:51:45,Yes,23,B.Tech in AI,Graduated,At home with family,3.63,No,>90%,1 to 2,4,3,Frequently,Sometimes,Rarely,5,7–8 hrs,Sometimes,4,">50,000",No,No,4,Significantly,5,4,The pressure to maintain high grades affects mental well-being.,
06/30/2025 04:57:52,Yes,30,BCA,4th,At home with family,2.71,No,>90%,<1,2,1,Frequently,Sometimes,"Yes, regularly",5,7–8 hrs,Frequently,3,"30,000–50,000",Yes,Yes,4,Significantly,5,1,,
07/05/2025 12:06:03,Yes,22,B.Sc,4th,Hostel,3.74,No,>90%,<1,1,3,Rarely,Frequently,Sometimes,4,>8 hrs,Sometimes,1,"30,000–50,000",No,No,3,No,3,4,Maintaining mental health while pursuing academic excellence is crucial.,
07/27/2025 21:14:10,Yes,21,CM,2nd,Alone,3.44,No,50%–75%,<1,5,2,Frequently,Never,No,5,>8 hrs,Always,5,">50,000",No,Yes,4,Sometimes,2,3,,
05/17/2025 13:46:40,Yes,24,BIM,4th,Rented/shared room,3.12,Yes,75%–90%,<1,1,2,Rarely,Rarely,Rarely,2,6–7 hrs,Always,4,"15,000–30,000",No,No,2,Rarely,5,5,,
07/25/2025 11:58:03,Yes,24,B.Tech,3rd,Rented/shared room,2.89,Yes,>90%,1 to 2,1,3,Always,Rarely,Rarely,4,<5 hrs,Rarely,5,">50,000",No,Yes,3,Rarely,5,5,,
07/29/2025 07:06:42,Yes,24,CM,Graduated,Alone,3.11,No,75%–90%,<1,4,1,Rarely,Rarely,Rarely,2,7–8 hrs,Always,3,"<15,000",Yes,No,2,No,4,4,,
06/24/2025 08:20:29,Yes,30,MPhil,4th,At home with family,3.09,No,>90%,2 to 3,2,5,Rarely,Sometimes,No,4,5–6 hrs,Frequently,4,"30,000–50,000",No,Yes,1,Sometimes,5,4,,
06/09/2025 12:36:19,Yes,22,BBM LLB,4th,Rented/shared room,3.5,Yes,75%–90%,1 to 2,4,3,Rarely,Sometimes,Rarely,4,6–7 hrs,Frequently,5,">50,000",Yes,No,1,Sometimes,3,2,Group projects can be challenging with uneven participation.,
05/28/2025 15:36:02,Yes,23,Computer Engineering,3rd,Rented/shared room,2.72,No,75%–90%,1 to 2,1,1,Sometimes,Rarely,Sometimes,3,>8 hrs,Always,4,">50,000",Yes,No,5,No,3,4,,
07/15/2025 10:43:33,Yes,22,CA,4th,Alone,3.56,No,75%–90%,2 to 3,5,5,Rarely,Rarely,Sometimes,5,<5 hrs,Always,5,"<15,000",Yes,No,4,No,4,4,Not enough focus on skill development beyond theoretical knowledge.,
06/16/2025 12:41:45,Yes,22,B.Sc,Graduated,Other,3.45,No,75%–90%,1 to 2,1,5,Sometimes,Rarely,Sometimes,4,6–7 hrs,Always,4,">50,000",No,No,2,Sometimes,5,2,,
06/27/2025 11:41:51,Yes,23,BA.LLB,Graduated,Rented/shared room,3.31,No,>90%,2 to 3,4,4,Sometimes,Sometimes,Sometimes,2,7–8 hrs,Always,3,"<15,000",Yes,No,2,No,4,5,Infrastructure limitations affect learning experience.,
07/14/2025 05:15:26,Yes,22,B.Sc,3rd,Alone,3.45,No,50%–75%,<1,1,3,Frequently,Never,Rarely,5,<5 hrs,Frequently,3,"30,000–50,000",Yes,No,4,Rarely,5,4,,
07/24/2025 16:31:31,Yes,22,ENE,Graduated,Alone,3.24,No,75%–90%,<1,4,3,Frequently,Sometimes,"Yes, regularly",5,7–8 hrs,Sometimes,3,">50,000",No,No,2,Rarely,5,4,,
06/06/2025 00:19:10,Yes,23,BCA,5th,Rented/shared room,3.03,No,50%–75%,<1,2,1,Never,Frequently,Rarely,2,6–7 hrs,Always,1,"15,000–30,000",Yes,Yes,2,Significantly,5,4,,
06/25/2025 21:14:38,Yes,25,Environmental Engineering,4th,At home with family,3.5,No,>90%,1 to 2,3,4,Rarely,Rarely,Sometimes,4,7–8 hrs,Always,3,"30,000–50,000",Yes,Yes,2,Rarely,3,4,,
07/16/2025 07:46:17,Yes,26,LLB,1st,Rented/shared room,3.79,No,50%–75%,<1,2,2,Rarely,Sometimes,Rarely,1,7–8 hrs,Rarely,5,"15,000–30,000",Yes,No,2,Rarely,2,5,,
06/01/2025 03:31:25,Yes,22,ENE,2nd,Hostel,3.25,Yes,75%–90%,<1,2,1,Frequently,Rarely,No,5,5–6 hrs,Always,5,">50,000",No,No,4,No,5,1,,
07/20/2025 02:23:15,Yes,33,MBBS,4th,Rented/shared room,4.0,No,50%–75%,1 to 2,2,2,Frequently,Rarely,Rarely,4,>8 hrs,Frequently,2,"30,000–50,000",No,No,4,No,5,4,,
07/16/2025 03:47:23,Yes,20,Computer Engineering,4th,At home with family,3.38,No,75%–90%,1 to 2,2,1,Sometimes,Never,Rarely,5,7–8 hrs,Never,5,"15,000–30,000",Yes,No,3,Sometimes,4,5,,
05/13/2025 08:25:33,Yes,24,GE,3rd,Alone,3.27,No,>90%,1 to 2,5,4,Always,Rarely,"Yes, regularly",5,<5 hrs,Rarely,1,"15,000–30,000",No,Yes,3,Significantly,4,5,,
06/17/2025 01:02:04,Yes,18,BBIS,4th,Hostel,3.69,No,>90%,1 to 2,2,1,Sometimes,Rarely,Sometimes,3,6–7 hrs,Always,2,"15,000–30,000",Yes,No,4,Rarely,5,3,,
07/20/2025 10:45:47,Yes,23,CS,2nd,At home with family,3.33,No,50%–75%,2 to 3,2,3,Frequently,Sometimes,Sometimes,5,>8 hrs,Sometimes,3,">50,000",No,No,3,No,5,1,,
05/15/2025 19:15:06,Yes,25,BCA,Graduated,At home with family,2.92,No,>90%,3 to 4,1,5,Frequently,Never,"Yes, regularly",4,7–8 hrs,Sometimes,3,"15,000–30,000",Yes,No,5,Sometimes,1,5,Group projects can be challenging with uneven participation.,
07/17/2025 14:53:21,Yes,21,BPT,4th,Rented/shared room,3.44,No,>90%,1 to 2,1,3,Always,Never,No,5,5–6 hrs,Always,5,"30,000–50,000",No,No,4,Sometimes,1,4,,
06/23/2025 07:50:52,Yes,25,MBA,3rd,Alone,3.06,No,>90%,1 to 2,1,5,Always,Sometimes,No,4,6–7 hrs,Always,2,">50,000",Yes,No,4,Significantly,5,4,,
05/13/2025 01:56:12,Yes,21,BSc.CS,4th,Hostel,3.41,No,>90%,2 to 3,5,3,Never,Rarely,Sometimes,2,6–7 hrs,Frequently,5,"15,000–30,000",No,No,1,No,2,3,,
06/23/2025 05:10:46,Yes,28,MBS,Graduated,At home with family,3.39,Yes,75%–90%,<1,1,1,Sometimes,Sometimes,Rarely,5,6–7 hrs,Rarely,4,">50,000",Yes,Yes,3,Sometimes,5,2,,
06/24/2025 22:13:56,Yes,25,MBBS,1st,Hostel,3.43,No,>90%,2 to 3,1,1,Sometimes,Rarely,"Yes, regularly",4,>8 hrs,Frequently,5,">50,000",Yes,Yes,5,Rarely,5,5,,
07/05/2025 14:37:02,Yes,22,BCE,5th,Hostel,3.52,No,>90%,<1,4,5,Frequently,Never,Sometimes,4,6–7 hrs,Always,3,">50,000",No,Yes,2,No,5,5,Faculty support varies greatly across departments.,
06/28/2025 11:17:41,Yes,25,BPT,Graduated,Alone,4.0,No,>90%,<1,2,4,Rarely,Sometimes,Sometimes,4,>8 hrs,Always,5,">50,000",No,No,5,Rarely,5,1,,
06/06/2025 14:10:26,Yes,22,CE,Graduated,Hostel,3.26,No,75%–90%,2 to 3,1,3,Frequently,Never,Sometimes,2,7–8 hrs,Frequently,4,">50,000",No,No,1,Sometimes,4,1,,
06/12/2025 09:45:10,Yes,23,Computer Engineering,Graduated,Rented/shared room,3.53,No,>90%,1 to 2,1,5,Rarely,Never,Rarely,2,5–6 hrs,Always,4,"30,000–50,000",No,Yes,3,Rarely,5,5,,
07/24/2025 20:46:17,Yes,25,CS,4th,Rented/shared room,3.27,Yes,50%–75%,<1,2,5,Always,Never,Rarely,5,6–7 hrs,Frequently,2,"15,000–30,000",No,No,1,Rarely,2,4,,
05/23/2025 01:21:13,Yes,20,BCA,1st,At home with family,3.49,No,>90%,2 to 3,3,5,Always,Never,Rarely,2,7–8 hrs,Never,4,"30,000–50,000",No,No,5,Significantly,5,1,,
05/22/2025 23:39:51,Yes,25,Environmental Engineering,Graduated,Other,3.6,No,75%–90%,2 to 3,1,4,Never,Rarely,Rarely,1,6–7 hrs,Always,4,"30,000–50,000",No,No,4,Rarely,4,4,,
06/14/2025 11:47:34,Yes,20,BSc.CS,4th,Rented/shared room,2.89,No,>90%,<1,2,2,Rarely,Rarely,Rarely,5,5–6 hrs,Always,1,"15,000–30,000",No,No,5,Sometimes,5,5,,
05/29/2025 12:45:32,Yes,21,MBBS,Graduated,Alone,3.58,No,75%–90%,<1,1,4,Frequently,Rarely,"Yes, regularly",5,6–7 hrs,Sometimes,2,">50,000",Yes,No,5,Rarely,5,4,,
07/03/2025 04:51:20,Yes,25,BSc,Graduated,Rented/shared room,3.26,No,>90%,2 to 3,3,1,Rarely,Sometimes,"Yes, regularly",4,7–8 hrs,Frequently,5,"15,000–30,000",No,No,1,Rarely,4,5,,
06/13/2025 13:07:50,Yes,25,BDS,4th,Rented/shared room,3.17,No,>90%,<1,2,4,Sometimes,Rarely,Sometimes,3,5–6 hrs,Rarely,5,"15,000–30,000",No,Yes,1,Significantly,5,4,,
07/02/2025 18:22:35,Yes,46,MBA,Graduated,Rented/shared room,3.73,No,>90%,1 to 2,2,4,Rarely,Sometimes,Sometimes,5,>8 hrs,Always,4,"30,000–50,000",Yes,No,2,No,5,2,,
06/02/2025 23:39:36,Yes,45,CE,4th,Rented/shared room,3.06,No,75%–90%,<1,4,5,Frequently,Rarely,Sometimes,3,5–6 hrs,Always,4,">50,000",No,Yes,2,Significantly,2,4,,
07/13/2025 07:33:47,Yes,22,BA.LLB,Graduated,Rented/shared room,2.89,No,75%–90%,2 to 3,1,3,Always,Rarely,"Yes, regularly",3,7–8 hrs,Always,3,">50,000",No,No,4,Sometimes,5,4,,
07/18/2025 17:06:48,Yes,22,CE,4th,Hostel,3.53,No,50%–75%,<1,1,1,Always,Sometimes,Sometimes,5,7–8 hrs,Always,5,"30,000–50,000",Yes,Yes,4,Rarely,5,5,,
06/08/2025 05:27:42,Yes,20,MPhil,4th,At home with family,3.23,No,75%–90%,>4,3,4,Never,Rarely,"Yes, regularly",3,6–7 hrs,Frequently,5,">50,000",No,No,3,Significantly,5,5,,
06/23/2025 21:56:17,Yes,24,MBA,4th,Hostel,3.19,No,75%–90%,1 to 2,1,1,Sometimes,Rarely,"Yes, regularly",4,7–8 hrs,Always,3,"30,000–50,000",No,No,2,Sometimes,3,4,,
05/30/2025 10:19:34,Yes,29,ME,Graduated,At home with family,4.0,No,>90%,<1,3,4,Frequently,Never,Sometimes,3,6–7 hrs,Always,5,">50,000",No,No,2,No,4,4,,
07/26/2025 23:22:44,Yes,22,Nursing,Graduated,At home with family,3.45,Yes,75%–90%,<1,5,4,Always,Sometimes,Sometimes,3,>8 hrs,Always,4,">50,000",No,No,2,Sometimes,2,5,Finding time for self-study alongside assignments is tough.,
06/10/2025 16:03:30,Yes,28,Civil Engineering,Graduated,Hostel,3.77,No,75%–90%,<1,3,3,Frequently,Rarely,Rarely,5,6–7 hrs,Sometimes,3,">50,000",No,No,1,No,4,3,,
06/20/2025 17:20:56,Yes,24,BIM,3rd,Hostel,2.98,No,>90%,1 to 2,3,5,Frequently,Rarely,Rarely,3,<5 hrs,Sometimes,5,"15,000–30,000",No,No,5,Sometimes,3,4,,
06/11/2025 20:03:36,Yes,19,Civil Engineering,4th,At home with family,3.2,Yes,<50%,<1,4,5,Sometimes,Sometimes,Rarely,3,6–7 hrs,Rarely,5,">50,000",No,No,1,No,5,4,,
06/15/2025 00:58:33,Yes,23,BPT,3rd,At home with family,3.39,No,>90%,1 to 2,2,5,Frequently,Rarely,Rarely,5,6–7 hrs,Rarely,5,"<15,000",No,No,4,No,5,5,,
06/05/2025 23:43:23,Yes,22,Geomatics Engineering,Graduated,Hostel,3.54,No,75%–90%,1 to 2,3,5,Never,Sometimes,No,1,7–8 hrs,Always,5,">50,000",No,No,2,No,4,3,,
05/23/2025 00:03:12,Yes,24,BBIS,Graduated,At home with family,3.39,No,75%–90%,1 to 2,2,3,Always,Sometimes,Sometimes,3,6–7 hrs,Frequently,4,"30,000–50,000",No,No,2,Rarely,5,1,No,
07/27/2025 20:11:39,Yes,19,B.E,3rd,At home with family,3.55,No,75%–90%,<1,2,2,Rarely,Sometimes,"Yes, regularly",5,6–7 hrs,Always,5,"15,000–30,000",No,No,5,Significantly,5,5,,
07/18/2025 18:51:19,Yes,24,GE,2nd,Rented/shared room,2.82,No,>90%,<1,1,5,Never,Rarely,Sometimes,4,>8 hrs,Always,5,"30,000–50,000",No,No,3,Rarely,4,2,,
07/25/2025 12:47:06,Yes,23,Geomatics Engineering,4th,At home with family,3.42,Yes,75%–90%,1 to 2,1,5,Never,Never,Rarely,5,5–6 hrs,Frequently,1,"<15,000",No,No,5,Rarely,5,3,,
05/27/2025 07:16:38,Yes,28,GE,4th,At home with family,3.43,No,<50%,3 to 4,4,5,Sometimes,Rarely,No,1,>8 hrs,Frequently,4,"30,000–50,000",No,No,5,Rarely,4,3,Group projects can be challenging with uneven participation.,
06/19/2025 17:23:00,Yes,24,CS,4th,Rented/shared room,3.57,Yes,>90%,<1,5,3,Rarely,Sometimes,No,5,6–7 hrs,Always,3,">50,000",No,No,4,Rarely,5,2,The pressure to maintain high grades affects mental well-being.,
06/24/2025 04:34:07,Yes,28,CM,Graduated,Rented/shared room,3.82,No,75%–90%,1 to 2,3,2,Rarely,Rarely,"Yes, regularly",5,6–7 hrs,Always,4,">50,000",No,No,4,No,4,5,,
06/05/2025 19:22:13,Yes,25,Environmental Engineering,3rd,Rented/shared room,3.54,No,>90%,<1,1,2,Never,Sometimes,"Yes, regularly",5,6–7 hrs,Always,5,"30,000–50,000",No,Yes,2,Rarely,5,1,,
05/22/2025 01:47:17,Yes,21,LLB,Graduated,Hostel,3.08,No,>90%,2 to 3,2,1,Frequently,Never,No,5,7–8 hrs,Always,5,">50,000",No,Yes,5,Rarely,3,5,,
06/02/2025 02:55:34,Yes,22,Mechanical Engineering,4th,Rented/shared room,4.0,No,>90%,<1,1,4,Never,Rarely,Sometimes,3,>8 hrs,Frequently,2,"15,000–30,000",No,Yes,1,Sometimes,1,5,,
05/30/2025 07:49:52,Yes,23,CS,4th,Hostel,3.53,Yes,>90%,1 to 2,3,5,Frequently,Rarely,Sometimes,4,6–7 hrs,Frequently,1,"30,000–50,000",No,Yes,2,Sometimes,5,5,,
06/10/2025 03:07:42,Yes,23,BBA,4th,Rented/shared room,3.34,No,>90%,1 to 2,2,3,Frequently,Rarely,"Yes, regularly",5,7–8 hrs,Never,4,"15,000–30,000",Yes,No,1,Significantly,5,3,,
07/14/2025 10:04:10,Yes,29,Environmental Engineering,4th,At home with family,3.11,No,>90%,2 to 3,4,4,Never,Rarely,Rarely,4,<5 hrs,Never,3,"30,000–50,000",No,Yes,5,Sometimes,5,1,,
06/05/2025 15:42:18,Yes,28,CE,Graduated,At home with family,2.79,No,75%–90%,3 to 4,1,1,Frequently,Rarely,Sometimes,5,6–7 hrs,Frequently,5,">50,000",No,No,5,Sometimes,5,3,,
07/14/2025 04:12:03,Yes,23,Bpt,4th,Hostel,3.04,No,75%–90%,1 to 2,3,3,Always,Never,No,4,7–8 hrs,Always,5,"30,000–50,000",No,Yes,1,No,5,4,,
06/06/2025 05:33:50,Yes,25,BCA,Graduated,Rented/shared room,3.29,No,<50%,<1,1,3,Sometimes,Frequently,No,1,5–6 hrs,Always,3,"15,000–30,000",No,No,3,Rarely,1,4,,
06/08/2025 14:56:08,Yes,27,CM,Graduated,At home with family,3.14,No,>90%,<1,5,1,Rarely,Never,Rarely,4,6–7 hrs,Sometimes,4,"30,000–50,000",Yes,No,2,Rarely,5,4,,
05/18/2025 15:31:27,Yes,38,B.Tech in AI,1st,Hostel,3.11,No,>90%,2 to 3,2,4,Rarely,Rarely,"Yes, regularly",4,>8 hrs,Rarely,5,">50,000",No,Yes,1,Sometimes,5,2,,
06/04/2025 11:20:22,Yes,23,BCE,Graduated,Hostel,3.02,No,>90%,<1,1,4,Always,Sometimes,Sometimes,4,7–8 hrs,Frequently,3,"<15,000",No,No,5,Rarely,5,3,Lack of industry exposure in curriculum is concerning.,
06/12/2025 01:40:05,Yes,22,BPT,3rd,Hostel,3.28,No,>90%,<1,2,2,Rarely,Sometimes,No,2,5–6 hrs,Rarely,2,">50,000",No,No,5,Rarely,5,4,,
06/12/2025 23:30:32,Yes,27,B.A.LLB,Graduated,At home with family,2.97,No,75%–90%,1 to 2,1,2,Frequently,Sometimes,Sometimes,3,6–7 hrs,Always,5,"15,000–30,000",No,No,1,Significantly,5,4,,
06/26/2025 21:16:59,Yes,20,Computer science,4th,Rented/shared room,3.87,No,>90%,<1,2,5,Sometimes,Frequently,Sometimes,3,>8 hrs,Always,3,"30,000–50,000",No,Yes,3,Rarely,1,4,,
07/09/2025 07:47:00,Yes,29,CM,Graduated,Alone,3.2,No,>90%,1 to 2,1,4,Always,Rarely,No,4,5–6 hrs,Always,5,"15,000–30,000",No,No,3,Rarely,5,4,,
07/10/2025 15:32:33,Yes,20,CA,Graduated,At home with family,3.55,No,>90%,2 to 3,2,3,Always,Frequently,"Yes, regularly",3,6–7 hrs,Rarely,2,"30,000–50,000",Yes,Yes,5,Sometimes,5,1,,
07/04/2025 12:58:27,Yes,23,BBM LLB,Graduated,At home with family,4.0,No,50%–75%,<1,5,1,Sometimes,Never,Rarely,5,7–8 hrs,Sometimes,5,">50,000",No,No,4,No,2,3,,
06/24/2025 17:16:25,Yes,22,BBIS,2nd,At home with family,2.79,No,>90%,2 to 3,2,1,Frequently,Rarely,"Yes, regularly",3,6–7 hrs,Frequently,5,"15,000–30,000",Yes,No,1,Rarely,4,4,,
07/10/2025 16:12:38,Yes,26,MBS,4th,Rented/shared room,3.79,No,>90%,3 to 4,1,5,Always,Never,Rarely,2,7–8 hrs,Frequently,4,"<15,000",No,Yes,5,Significantly,5,4,,
07/19/2025 02:36:04,Yes,28,B.Sc,5th,Hostel,2.46,No,>90%,<1,3,4,Frequently,Sometimes,Sometimes,2,6–7 hrs,Always,1,"15,000–30,000",No,No,3,Sometimes,4,4,,
07/17/2025 07:27:53,Yes,28,BIT,4th,Rented/shared room,3.49,No,75%–90%,<1,2,1,Frequently,Never,Rarely,2,5–6 hrs,Rarely,4,"30,000–50,000",No,Yes,1,Rarely,3,5,,
